frame,landmark_id,landmark_name,x,y,z,visibility
0,0,nose,0.46241408586502075,0.21034130454063416,-0.5108746290206909,0.9999889135360718
0,1,left_eye_inner,0.4600279927253723,0.2011263519525528,-0.49254631996154785,0.9999723434448242
0,2,left_eye,0.46108338236808777,0.20074845850467682,-0.49294495582580566,0.9999710321426392
0,3,left_eye_outer,0.46213436126708984,0.20045721530914307,-0.49292412400245667,0.9999779462814331
0,4,right_eye_inner,0.45274990797042847,0.20147891342639923,-0.5081624388694763,0.9999810457229614
0,5,right_eye,0.4484432339668274,0.20134854316711426,-0.5085106492042542,0.9999843835830688
0,6,right_eye_outer,0.4436239004135132,0.20105038583278656,-0.5086526274681091,0.9999849796295166
0,7,left_ear,0.45087993144989014,0.20195798575878143,-0.34395065903663635,0.9999809265136719
0,8,right_ear,0.42291316390037537,0.2017233818769455,-0.4127146005630493,0.9999393224716187
0,9,mouth_left,0.4603303372859955,0.21816286444664001,-0.4464503526687622,0.9999771118164062
0,10,mouth_right,0.4499827027320862,0.21918368339538574,-0.46898049116134644,0.9999748468399048
0,11,left_shoulder,0.48578494787216187,0.25156787037849426,-0.24023954570293427,0.9999967813491821
0,12,right_shoulder,0.360117107629776,0.25467002391815186,-0.2611212432384491,0.9999736547470093
0,13,left_elbow,0.5019604563713074,0.32760748267173767,-0.22054140269756317,0.9844793677330017
0,14,right_elbow,0.3577664792537689,0.31637459993362427,-0.2817695736885071,0.9560472369194031
0,15,left_wrist,0.4519733190536499,0.3726310133934021,-0.37855368852615356,0.971583902835846
0,16,right_wrist,0.3866071403026581,0.36899882555007935,-0.4225011467933655,0.9070541262626648
0,17,left_pinky,0.43734389543533325,0.39565131068229675,-0.4292720556259155,0.9501979947090149
0,18,right_pinky,0.3903988301753998,0.39055225253105164,-0.4714982211589813,0.8690780401229858
0,19,left_index,0.4263186454772949,0.38896942138671875,-0.456258088350296,0.9541225433349609
0,20,right_index,0.39256981015205383,0.3870313763618469,-0.49951669573783875,0.876847505569458
0,21,left_thumb,0.4305858314037323,0.380383163690567,-0.39118558168411255,0.9238439202308655
0,22,right_thumb,0.3934004604816437,0.3783610761165619,-0.4367441236972809,0.8190425634384155
0,23,left_hip,0.47619202733039856,0.3763098120689392,-0.006577438209205866,0.9999709129333496
0,24,right_hip,0.4036419689655304,0.38032233715057373,0.006410886067897081,0.9999527931213379
0,25,left_knee,0.48459312319755554,0.48375147581100464,-0.09218350052833557,0.9737291932106018
0,26,right_knee,0.37784695625305176,0.48854124546051025,-0.1075059026479721,0.9198902249336243
0,27,left_ankle,0.49712300300598145,0.6055693626403809,-0.04432864487171173,0.9725252389907837
0,28,right_ankle,0.37033596634864807,0.6097897291183472,-0.07738327980041504,0.9726120829582214
0,29,left_heel,0.4958418607711792,0.6229565143585205,-0.053503766655921936,0.774578869342804
0,30,right_heel,0.3800266683101654,0.630928635597229,-0.0855155885219574,0.8337886333465576
0,31,left_foot_index,0.4967772364616394,0.6307038068771362,-0.24699915945529938,0.9715752601623535
0,32,right_foot_index,0.336383581161499,0.6261230707168579,-0.2725749909877777,0.9685580730438232
1,0,nose,0.46343573927879333,0.20936553180217743,-0.5063958764076233,0.9999885559082031
1,1,left_eye_inner,0.46022263169288635,0.2003527730703354,-0.4874628484249115,0.9999710321426392
1,2,left_eye,0.46097132563591003,0.2000119835138321,-0.48786142468452454,0.9999709129333496
1,3,left_eye_outer,0.46174436807632446,0.19972819089889526,-0.4878375232219696,0.9999772310256958
1,4,right_eye_inner,0.4533803462982178,0.20078156888484955,-0.5043455958366394,0.9999806880950928
1,5,right_eye,0.44905006885528564,0.20078915357589722,-0.5046846866607666,0.9999845027923584
1,6,right_eye_outer,0.4442569613456726,0.20067106187343597,-0.5048254132270813,0.9999847412109375
1,7,left_ear,0.4494255483150482,0.20143572986125946,-0.3386758267879486,0.9999816417694092
1,8,right_ear,0.4228338599205017,0.20157304406166077,-0.4128604829311371,0.999943733215332
1,9,mouth_left,0.4605908989906311,0.21772192418575287,-0.44211313128471375,0.9999797344207764
1,10,mouth_right,0.45085665583610535,0.21895632147789001,-0.46620792150497437,0.999977707862854
1,11,left_shoulder,0.48552361130714417,0.2515067160129547,-0.23852886259555817,0.9999971389770508
1,12,right_shoulder,0.35937970876693726,0.25501567125320435,-0.26239222288131714,0.999974250793457
1,13,left_elbow,0.5018160343170166,0.3269800841808319,-0.2228880375623703,0.9871195554733276
1,14,right_elbow,0.35829660296440125,0.3171228766441345,-0.2850131392478943,0.9644351601600647
1,15,left_wrist,0.4532797336578369,0.3724633455276489,-0.38802066445350647,0.9787648916244507
1,16,right_wrist,0.38539591431617737,0.3689344823360443,-0.42579272389411926,0.9294379949569702
1,17,left_pinky,0.439555823802948,0.3950137197971344,-0.4395860731601715,0.9627926349639893
1,18,right_pinky,0.3889320492744446,0.3899769186973572,-0.4752179980278015,0.8998613953590393
1,19,left_index,0.42852166295051575,0.38772904872894287,-0.46701380610466003,0.9658364057540894
1,20,right_index,0.3917308747768402,0.3865586519241333,-0.5027946829795837,0.9056575894355774
1,21,left_thumb,0.43239864706993103,0.37943682074546814,-0.4010574221611023,0.9424290657043457
1,22,right_thumb,0.39317551255226135,0.37993958592414856,-0.4398377537727356,0.85761958360672
1,23,left_hip,0.4764937162399292,0.3761318027973175,-0.008011555299162865,0.9999748468399048
1,24,right_hip,0.40428197383880615,0.379757285118103,0.00785783864557743,0.9999587535858154
1,25,left_knee,0.4840371310710907,0.48337656259536743,-0.09441942721605301,0.9818457365036011
1,26,right_knee,0.37745681405067444,0.48761045932769775,-0.10966029763221741,0.9434995055198669
1,27,left_ankle,0.49654650688171387,0.6036350131034851,-0.037907421588897705,0.9815094470977783
1,28,right_ankle,0.36971479654312134,0.6086095571517944,-0.07853548973798752,0.9823645949363708
1,29,left_heel,0.49584949016571045,0.620343804359436,-0.04614660516381264,0.8221441507339478
1,30,right_heel,0.37973707914352417,0.6297985315322876,-0.08653075993061066,0.8807413578033447
1,31,left_foot_index,0.4929558038711548,0.629181981086731,-0.23971693217754364,0.9803341031074524
1,32,right_foot_index,0.33598843216896057,0.6255884766578674,-0.2740555703639984,0.9794287085533142
2,0,nose,0.45554399490356445,0.21033795177936554,-0.4766804575920105,0.9999892711639404
2,1,left_eye_inner,0.45332545042037964,0.19999396800994873,-0.4580835998058319,0.9999711513519287
2,2,left_eye,0.4547690451145172,0.19966740906238556,-0.4584517478942871,0.9999693632125854
2,3,left_eye_outer,0.4562493562698364,0.1993941366672516,-0.45841607451438904,0.9999755620956421
2,4,right_eye_inner,0.44536614418029785,0.20041660964488983,-0.47142380475997925,0.9999817609786987
2,5,right_eye,0.44066566228866577,0.20050103962421417,-0.4717811644077301,0.9999855756759644
2,6,right_eye_outer,0.43517929315567017,0.20072294771671295,-0.4719354510307312,0.9999865293502808
2,7,left_ear,0.4489048421382904,0.2017901986837387,-0.3124687969684601,0.9999775886535645
2,8,right_ear,0.4186057448387146,0.20179900527000427,-0.37118256092071533,0.9999470710754395
2,9,mouth_left,0.45515862107276917,0.21767321228981018,-0.4138452410697937,0.9999750852584839
2,10,mouth_right,0.44369059801101685,0.21906861662864685,-0.4333744943141937,0.9999752044677734
2,11,left_shoulder,0.48552221059799194,0.2533442974090576,-0.2120361477136612,0.9999951124191284
2,12,right_shoulder,0.36115971207618713,0.25590038299560547,-0.23041734099388123,0.9999765157699585
2,13,left_elbow,0.5007635354995728,0.3317367136478424,-0.19473955035209656,0.9870378971099854
2,14,right_elbow,0.35642537474632263,0.317940354347229,-0.26223552227020264,0.9709077477455139
2,15,left_wrist,0.4475073218345642,0.3768947124481201,-0.34754928946495056,0.9760099053382874
2,16,right_wrist,0.3863638639450073,0.3680912256240845,-0.4192597568035126,0.9475237727165222
2,17,left_pinky,0.43336960673332214,0.3970302641391754,-0.3976054787635803,0.9587669968605042
2,18,right_pinky,0.3888886570930481,0.3891615867614746,-0.4705941379070282,0.9241684675216675
2,19,left_index,0.42310062050819397,0.390170693397522,-0.4239681363105774,0.9620596766471863
2,20,right_index,0.39391347765922546,0.3852269947528839,-0.49553564190864563,0.9285027384757996
2,21,left_thumb,0.427270770072937,0.3821491003036499,-0.3598330020904541,0.936923086643219
2,22,right_thumb,0.3968309164047241,0.3785375952720642,-0.43253520131111145,0.8903406262397766
2,23,left_hip,0.47551047801971436,0.3767196536064148,-0.006349110975861549,0.9999605417251587
2,24,right_hip,0.4025793671607971,0.379888117313385,0.006200297269970179,0.9999401569366455
2,25,left_knee,0.48419272899627686,0.4826511740684509,-0.12380369007587433,0.9824244379997253
2,26,right_knee,0.3791082203388214,0.48548799753189087,-0.117747463285923,0.9350758194923401
2,27,left_ankle,0.4973798394203186,0.6060055494308472,-0.10182980448007584,0.9819924831390381
2,28,right_ankle,0.36894670128822327,0.6054511070251465,-0.0814620777964592,0.9754501581192017
2,29,left_heel,0.4957185685634613,0.6243986487388611,-0.11367439478635788,0.8363538980484009
2,30,right_heel,0.3800716698169708,0.6260031461715698,-0.08868087083101273,0.8534031510353088
2,31,left_foot_index,0.4927431643009186,0.6294177770614624,-0.3147445023059845,0.9807170033454895
2,32,right_foot_index,0.3404640257358551,0.6236515045166016,-0.2764591574668884,0.9722191095352173
3,0,nose,0.46153491735458374,0.21276600658893585,-0.5144895315170288,0.9999871253967285
3,1,left_eye_inner,0.45706403255462646,0.2035873383283615,-0.49767032265663147,0.9999654293060303
3,2,left_eye,0.45728805661201477,0.20322050154209137,-0.4980398118495941,0.999964714050293
3,3,left_eye_outer,0.45756450295448303,0.20290519297122955,-0.49801433086395264,0.9999722242355347
3,4,right_eye_inner,0.4506019949913025,0.2038637399673462,-0.5134708285331726,0.9999790191650391
3,5,right_eye,0.4458114206790924,0.20373842120170593,-0.5138252973556519,0.9999836683273315
3,6,right_eye_outer,0.44087785482406616,0.2035437673330307,-0.513974666595459,0.9999847412109375
3,7,left_ear,0.44524210691452026,0.20444348454475403,-0.35478395223617554,0.9999756813049316
3,8,right_ear,0.42260241508483887,0.20440998673439026,-0.4240708351135254,0.9999405145645142
3,9,mouth_left,0.45811566710472107,0.2205067276954651,-0.45156440138816833,0.9999754428863525
3,10,mouth_right,0.4485268294811249,0.2217734158039093,-0.47424280643463135,0.9999759197235107
3,11,left_shoulder,0.4850250780582428,0.25184059143066406,-0.249979168176651,0.999996542930603
3,12,right_shoulder,0.35972851514816284,0.2594401240348816,-0.27400216460227966,0.9999780654907227
3,13,left_elbow,0.5005123615264893,0.3327999711036682,-0.22682562470436096,0.9840987324714661
3,14,right_elbow,0.3582245111465454,0.3207833766937256,-0.29483139514923096,0.9640790224075317
3,15,left_wrist,0.450418084859848,0.3783167600631714,-0.3758378326892853,0.9629040360450745
3,16,right_wrist,0.38768503069877625,0.3716534376144409,-0.4306413531303406,0.9065883159637451
3,17,left_pinky,0.4373806416988373,0.39583638310432434,-0.4239528775215149,0.935936689376831
3,18,right_pinky,0.3902083933353424,0.3927232027053833,-0.47849974036216736,0.8664699196815491
3,19,left_index,0.4256446659564972,0.39057424664497375,-0.45080098509788513,0.9405284523963928
3,20,right_index,0.39662525057792664,0.39076942205429077,-0.5038161277770996,0.8720424771308899
3,21,left_thumb,0.42874252796173096,0.38360846042633057,-0.3880607485771179,0.9055545330047607
3,22,right_thumb,0.3978990614414215,0.3832329213619232,-0.44335880875587463,0.8116044998168945
3,23,left_hip,0.47515490651130676,0.37609758973121643,-0.008329344913363457,0.999964714050293
3,24,right_hip,0.4016600251197815,0.37951990962028503,0.008185146376490593,0.999946117401123
3,25,left_knee,0.48364371061325073,0.4803103506565094,-0.17393483221530914,0.9825998544692993
3,26,right_knee,0.37829291820526123,0.4862878620624542,-0.14016574621200562,0.9285100102424622
3,27,left_ankle,0.4983261227607727,0.6053485870361328,-0.14025144279003143,0.9738502502441406
